survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_per_age
0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,0.48148148148148145
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1.1145833333333333
0,3,male,28.0,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,2.4542053009493117
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,4.425000000000001
0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,0.3191489361702128
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,1.32
0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,0.20357142857142857
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1.5051288461538461
0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,0.15425531914893617
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,2.4542053009493117
0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,0.7027027027027027
0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,0.6708333333333333
1,2,female,28.0,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,2.4542053009493117
0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,0.0
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1.1618204081632653
1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,1.125
0,1,male,28.0,0,0,42.4,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.18295454545454548
1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,0.7585714285714286
0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,0.43194444444444446
0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.26319333333333333
1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1.1296296296296295
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,1.8899636363636363
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,3.8365625000000003
0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,0.8019230769230768
0,3,male,28.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,2,female,24.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,2.7083333333333335
0,3,male,34.0,1,1,14.4,S,Third,man,True,C,Southampton,no,False,0.4235294117647059
0,3,female,26.0,1,0,16.1,S,Third,woman,False,C,Southampton,no,False,0.6192307692307693
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,9.75
0,2,male,26.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.40384615384615385
0,3,male,27.0,1,0,14.4542,C,Third,man,True,C,Cherbourg,no,False,0.5353407407407408
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,1.2512904761904762
1,3,male,20.0,1,1,15.7417,C,Third,man,True,C,Cherbourg,yes,False,0.787085
0,3,male,21.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,0.3740095238095238
0,3,male,21.0,0,0,16.1,S,Third,man,True,C,Southampton,no,True,0.7666666666666667
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,0.5298491803278689
0,2,male,57.0,0,0,12.35,Q,Second,man,True,C,Queenstown,no,True,0.21666666666666667
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,3.7123
0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.3036846153846154
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,0.375
0,3,male,51.0,0,0,7.0542,S,Third,man,True,C,Southampton,no,True,0.13831764705882352
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,0.953125
0,1,male,28.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,female,9.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,3.0999999999999996
0,2,male,31.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,0.8467741935483871
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,C,Southampton,no,False,0.9679878048780488
0,3,male,28.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2.4542053009493117
0,3,female,2.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,13.95
1,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2.4542053009493117
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,1.5985250000000002
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,0.6339285714285714
0,3,male,28.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,3,female,23.0,0,0,7.55,S,Third,woman,False,C,Southampton,yes,True,0.3282608695652174
1,2,female,18.0,0,1,23.0,S,Second,woman,False,C,Southampton,yes,False,1.2777777777777777
0,3,male,21.0,0,0,8.4333,S,Third,man,True,C,Southampton,no,True,0.40158571428571427
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,C,Queenstown,yes,True,2.4542053009493117
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,C,Queenstown,no,True,0.375
0,2,male,24.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3.0625
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,C,Queenstown,no,False,0.484375
0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.5652173913043478
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,1.9530172413793105
1,1,male,50.0,2,0,133.65,S,First,man,True,C,Southampton,yes,False,2.673
0,3,male,40.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,0.18062499999999998
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0.5444148936170212
0,3,male,36.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,0.20821666666666666
1,3,male,20.0,1,0,7.925,S,Third,man,True,C,Southampton,yes,False,0.39625
0,2,male,32.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,2.296875
0,3,male,28.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
0,3,male,43.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.18720930232558142
1,1,female,28.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2.4542053009493117
1,2,female,40.0,1,1,39.0,S,Second,woman,False,C,Southampton,yes,False,0.975
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,1.6774193548387097
0,2,male,70.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.15
1,2,male,31.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,0.41935483870967744
0,3,male,18.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.43194444444444446
0,3,male,24.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.3285714285714286
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,C,Southampton,yes,True,0.546761111111111
0,3,female,43.0,1,6,46.9,S,Third,woman,False,C,Southampton,no,False,1.0906976744186045
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,14.231366666666666
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,C,Queenstown,no,True,2.4542053009493117
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,2.8418222222222225
0,3,male,20.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,0.46125
0,3,male,14.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,3.35
0,2,male,60.0,1,1,39.0,S,Second,man,True,C,Southampton,no,False,0.65
0,2,male,25.0,1,2,41.5792,C,Second,man,True,C,Cherbourg,no,False,1.663168
0,3,male,14.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,2.8348214285714284
0,3,male,19.0,0,0,10.1708,S,Third,man,True,C,Southampton,no,True,0.5353052631578947
0,3,male,18.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,0.4331
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,14.089166666666667
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,1.8387096774193548
1,3,female,4.0,0,1,13.4167,C,Third,child,False,C,Cherbourg,yes,False,3.354175
0,3,male,25.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,0.289
0,1,male,60.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.4425
0,2,male,52.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,0.25961538461538464
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,C,Queenstown,yes,True,2.4542053009493117
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,2.2629244897959184
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.18214285714285716
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,12.640277777777778
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.7510714285714286
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,0.8030111111111111
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,C,Queenstown,no,True,0.309668
0,3,male,26.0,1,0,7.8542,S,Third,man,True,C,Southampton,no,False,0.3020846153846154
0,2,male,39.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,0.6666666666666666
1,2,female,45.0,0,0,13.5,S,Second,woman,False,C,Southampton,yes,True,0.3
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.6258928571428571
1,1,female,22.0,0,0,151.55,S,First,woman,False,C,Southampton,yes,True,6.888636363636365
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,2.062675
0,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,2.4542053009493117
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,1.0833333333333333
0,3,male,29.0,0,0,9.4833,S,Third,man,True,C,Southampton,no,True,0.3270103448275862
0,2,male,52.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.25
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.40263157894736845
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,5.9875
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,0.3888888888888889
0,3,male,28.0,0,0,15.5,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
0,3,male,33.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.23560606060606062
1,2,female,6.0,0,1,33.0,S,Second,child,False,C,Southampton,yes,False,5.5
0,3,male,17.0,1,0,7.0542,S,Third,man,True,C,Southampton,no,False,0.4149529411764706
0,2,male,34.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.38235294117647056
0,2,male,50.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.26
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,1.9666666666666668
0,3,male,20.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,0.433125
1,2,female,30.0,3,0,21.0,S,Second,woman,False,C,Southampton,yes,False,0.7
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,C,Queenstown,yes,True,2.4542053009493117
0,2,male,25.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,1.04
0,3,female,25.0,1,0,7.925,S,Third,woman,False,C,Southampton,no,False,0.317
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,7.2875000000000005
0,3,male,11.0,0,0,18.7875,C,Third,child,False,C,Cherbourg,no,True,1.7079545454545455
0,3,male,28.5,0,0,16.1,S,Third,man,True,C,Southampton,no,True,0.5649122807017545
0,3,female,48.0,1,3,34.375,S,Third,woman,False,C,Southampton,no,False,0.7161458333333334
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,14.637977142857144
1,1,male,28.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,2.4542053009493117
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,2.1902777777777778
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,12.494047619047619
0,3,male,24.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,0.6708333333333334
1,3,male,31.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,0.25564516129032255
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,1.0142857142857142
0,3,male,16.0,1,1,20.25,S,Third,man,True,C,Southampton,no,False,1.265625
1,2,female,30.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.43333333333333335
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,2.794736842105263
0,3,male,31.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,0.25
1,2,female,4.0,1,1,23.0,S,Second,child,False,C,Southampton,yes,False,5.75
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,2.0791666666666666
0,3,male,33.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,0.2878787878787879
0,3,male,23.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.34329565217391306
1,2,female,48.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,1.3541666666666667
1,2,male,0.67,1,1,14.5,S,Second,child,False,C,Southampton,yes,False,21.641791044776117
0,3,male,28.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,0.27842142857142854
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,2.621212121212121
0,3,male,41.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,0.17378048780487804
1,3,male,20.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,yes,True,0.36146
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,3.3333333333333335
0,3,male,16.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.4859375
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,1.5285941176470588
0,1,male,28.0,0,0,39.6,C,First,man,True,C,Cherbourg,no,True,2.4542053009493117
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,0.2540983606557377
0,3,male,28.0,1,0,24.15,Q,Third,man,True,C,Queenstown,no,False,2.4542053009493117
0,3,male,32.0,0,0,8.3625,S,Third,man,True,C,Southampton,no,True,0.261328125
0,3,male,24.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,0.3958333333333333
0,3,male,48.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,0.16362916666666666
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,0.18421052631578946
1,2,female,54.0,1,3,23.0,S,Second,woman,False,C,Southampton,yes,False,0.42592592592592593
0,3,male,18.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,0.4305555555555556
0,3,male,28.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,2.4542053009493117
1,3,female,5.0,0,0,12.475,S,Third,child,False,C,Southampton,yes,True,2.495
0,3,male,28.0,0,0,7.7375,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,4.914825581395349
1,3,female,13.0,0,0,7.2292,C,Third,child,False,C,Cherbourg,yes,True,0.5560923076923077
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,3.3529411764705883
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,1.0344827586206897
0,3,male,28.0,1,2,23.45,S,Third,man,True,C,Southampton,no,False,2.4542053009493117
0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,0.282
0,3,male,25.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,0.29
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,C,Southampton,yes,True,0.4164333333333333
0,3,male,8.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,3.640625
1,3,male,1.0,1,2,20.575,S,Third,child,False,C,Southampton,yes,False,20.575
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,1.7217391304347827
0,2,male,16.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1.625
0,1,male,28.0,0,0,30.6958,C,First,man,True,C,Cherbourg,no,True,2.4542053009493117
0,3,male,25.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.315832
0,2,male,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.3333333333333333
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.5291673469387755
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,C,Southampton,yes,True,0.2801064516129032
0,3,male,30.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,0.24097333333333332
0,3,female,30.0,1,1,24.15,S,Third,woman,False,C,Southampton,no,False,0.8049999999999999
1,2,female,31.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,0.8467741935483871
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,10.909090909090908
1,3,male,0.42,0,1,8.5167,C,Third,child,False,C,Cherbourg,yes,False,20.277857142857144
1,3,male,27.0,0,0,6.975,S,Third,man,True,C,Southampton,yes,True,0.2583333333333333
0,3,male,31.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.2508064516129032
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0.0
0,3,female,18.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True,0.43194444444444446
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,1.6090909090909091
0,3,male,26.0,0,0,7.8875,S,Third,man,True,C,Southampton,no,True,0.30336538461538465
0,3,male,39.0,0,0,24.15,S,Third,man,True,C,Southampton,no,True,0.6192307692307691
0,2,male,35.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.3
0,3,female,6.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,5.2124999999999995
0,3,male,30.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.26393442622950825
0,1,male,28.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,2.4542053009493117
0,3,female,23.0,0,0,7.925,S,Third,woman,False,C,Southampton,no,True,0.34456521739130436
0,2,male,31.0,1,1,37.0042,C,Second,man,True,C,Cherbourg,no,False,1.1936838709677418
0,3,male,43.0,0,0,6.45,S,Third,man,True,C,Southampton,no,True,0.15
0,3,male,10.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,2.79
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,1.7980769230769231
1,3,male,27.0,0,0,8.6625,S,Third,man,True,C,Southampton,yes,True,0.3208333333333333
0,1,male,38.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,0.0
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,0.462037037037037
0,3,male,2.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,19.84375
0,3,male,28.0,0,0,6.95,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
0,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,2,male,1.0,0,2,37.0042,C,Second,child,False,C,Cherbourg,yes,False,37.0042
1,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,2.4542053009493117
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True,1.2903225806451613
1,3,female,15.0,1,0,14.4542,C,Third,child,False,C,Cherbourg,yes,False,0.9636133333333333
1,2,male,0.83,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,22.590361445783135
0,3,male,23.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,0.3414869565217391
0,3,male,18.0,0,0,8.3,S,Third,man,True,C,Southampton,no,True,0.46111111111111114
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,2.1322641025641027
0,3,male,21.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,0.4125
1,1,male,28.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,2.4542053009493117
0,3,male,20.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,0.39625
0,2,male,16.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.65625
1,1,female,30.0,0,0,31.0,C,First,woman,False,C,Cherbourg,yes,True,1.0333333333333334
0,3,male,34.5,0,0,6.4375,C,Third,man,True,C,Cherbourg,no,True,0.18659420289855072
0,3,male,42.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,0.17976190476190476
0,3,male,35.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,0.22559428571428572
0,2,male,28.0,0,1,33.0,S,Second,man,True,C,Southampton,no,False,1.1785714285714286
1,1,female,28.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,2.4542053009493117
0,3,male,4.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7.81875
0,3,male,74.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.10506756756756758
0,3,female,9.0,1,1,15.2458,C,Third,child,False,C,Cherbourg,no,False,1.6939777777777776
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,2.4625
0,2,female,44.0,1,0,26.0,S,Second,woman,False,C,Southampton,no,False,0.5909090909090909
1,3,female,18.0,0,1,9.35,S,Third,woman,False,C,Southampton,yes,False,0.5194444444444444
1,1,female,45.0,1,1,164.8667,S,First,woman,False,C,Southampton,yes,False,3.6637044444444444
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.5205882352941177
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,C,Cherbourg,yes,False,0.8024291666666666
0,3,male,41.0,2,0,14.1083,S,Third,man,True,C,Southampton,no,False,0.3441048780487805
0,2,male,21.0,1,0,11.5,S,Second,man,True,C,Southampton,no,False,0.5476190476190477
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.5401916666666667
0,2,male,24.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.5416666666666666
1,2,female,42.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.30952380952380953
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,C,Cherbourg,yes,False,0.5132703703703704
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,1.6288967741935485
0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,3,male,4.0,1,1,11.1333,S,Third,child,False,C,Southampton,yes,False,2.783325
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,1.1181744680851065
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,0.15151515151515152
0,3,male,47.0,0,0,9.0,S,Third,man,True,C,Southampton,no,True,0.19148936170212766
1,2,female,28.0,1,0,24.0,C,Second,woman,False,C,Cherbourg,yes,False,0.8571428571428571
1,3,female,15.0,0,0,7.225,C,Third,child,False,C,Cherbourg,yes,True,0.48166666666666663
0,3,male,20.0,0,0,9.8458,S,Third,man,True,C,Southampton,no,True,0.49229
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,1.4849696428571428
1,2,female,25.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,1.04
0,3,male,33.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.23926666666666668
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,C,Southampton,no,True,0.47803181818181817
0,2,male,28.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.375
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,C,Queenstown,no,False,0.7467948717948718
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1.5789473684210527
0,3,female,28.0,1,2,23.45,S,Third,woman,False,C,Southampton,no,False,2.4542053009493117
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,1.1538461538461537
0,3,male,32.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,0.2421875
